cig;aggiudicatario;tipo_aggiudicatario
7574598402;COVIDIEN ITALIA ;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
7546183B33;PANTZARTZIS GIORGIO ;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
835423981C;SMITH & NEPHEW;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7166875458;GILEAD SCIENCES S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
2384006FF8;PERFORESINE SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
5698617782;COOPERATIVA 90 SIOCIETA COOPERATIVA DI SOLIDARIET;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
3998771238;APRICA S.P.A. ;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7558611B1C;LARES - LAVORI DI RESTAURO SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
5792706436;DEL PRETE COSTRUZIONI SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
66181806E7;COMPUTER TIME SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
3922687FB3;COVIDIEN ITALIA SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
5617001FD8;TESTONI SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
752356958B;G.B.L. COSTRUZIONI SUD S.R.L.;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
7358081088;COOPERATIVA SOCIALE GEA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6726722A97;SANOFI S.P.A.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6180918EE0;GEMINI SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
0959194FE9;DETAS S.P.A.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
711357107F;BAYER S.P.A.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
61698018D8;ULTRASERVIZI SOC. COOP ARL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
21589451C6;S.H. SOLUZIONI HARDWARE E SERVIZI SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
55850186A6;BOMDINI SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
0855664444;SANIFARM S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
8384642975;SOC. COOP. TRE FIAMMELLE;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
560318240F;ARCHIS SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
4542498BEC;CONSORZIO VENETO COOPERATIVO - SOCIETA' COOPERATIV;"CONSORZIO (CONSORZI TRA SOCIETA'COOPERATIVE DI PRODUZIONE E LAVORO; CONSORZI TRA IMPRESE ARTIGIANE; CONSORZI STABILI)"
732210368A;A.C.M. SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
024185403C;MUSILLI BERNARDINO S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
767701485C;HAEMONETICS ITALIA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
0216030198;CONSORZIO COOPERATIVE COSTRUZIONI CCC;"CONSORZIO (CONSORZI TRA SOCIETA'COOPERATIVE DI PRODUZIONE E LAVORO; CONSORZI TRA IMPRESE ARTIGIANE; CONSORZI STABILI)"
78585611B1;SOCIETÀ COOPERATIVA ARCHEOLOGIA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6360901D8C;CIGIEMME SNC IMPRESA EDILE STRADALE;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
6226741539;TRT TRASPORTI E TERRITORIO SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7599795D38;GEOS ENVIRONMENT SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
02796072FE;GEN.E.RAY S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
5461983AF3;ELPO GMBH;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
7561308CBE;THERMO FISHER DIAGNOSTICS SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
04700433C0;PROMED SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6626052715;SANOFI SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7451412BB2;NEPHROCARE S.P.A.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7908328EB4;COOPERATIVA SOCIALE ANTHESYS SERVIZI;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
3175963792;FERRARIO COSTANTE SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
6226620160;GAMBRO S.P.A.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
5304393B91;VENETA DAL FARRA S.R.L.;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
53319429B9;S.E.A. COSTRUZIONI S.R.L.;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
376095563E;PFIZER ITALIA SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7527279B20;PAVING TECHNOLOGY SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
67846928F3;DOMPE FARMACEUTICI SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
61091749DC;ESTRA  ENERGIE S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
72034971C7;ARCHEOL. LAURA SEDDA;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
2101841E0C;RIGO IMPIANTI SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6491539B70;BARD S.P.A;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
4998135F77;ENGINEERING INGEGNERIA INFORMATICA S.P.A.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
0473832A86;SIRIO SOCIETÀ COOPERATIVA SOCIALE;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
4581883177;CSL BEHRING;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
8640111D24;FILIPPO GIOVANNI DE STEFANI;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
8128456616;CONVERGE SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7180503287;EBSCO INFORMATION SERVICES S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6082595C2C;BAXTER S.P.A.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
599068125A;IL MELOGRANO ONLUS SOCIET?? COOPERATIVA SOCIALE A R;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
326065057F;DIAMED ITALIANA S.R.L.;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
70995920A9;CO.RAC.FER. SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6409311ABF;BETA PROFESSIONAL CONSULTING SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
8504120DD1;CHEMIL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
85029475D6;ESTRA ENERGIE S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
80208051AD;NOVOSUD SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
769302550F;ESIMGROUP;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
6425541C2A;SOCEA DI CORVINO PASQUALE;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
5896695AA4;ROCHE  ;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
4261332269;S.A.L. SERVIZIO ASSISTENZA LOMBARDIA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7085976C5E;BENACQUISTA ASSICURAZIONI S.N.C.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6814976819;GEOM. STEFANO CRESTA S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
7478749AE7;ABBVIE S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
0362003E4F;CAPILUPPI ENZO S.R.L.;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
76351862CF;DARCHI FABIO;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
06343699D9;OLIVETTI SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7615949FEB;FEDERLPOL SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7386482DC3;CREDIT AGRICOLE CARIPARMA S.P.A.;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
746448718A;PIERRECI CODESS SOCIETA? COOPERATIVA CULTURA;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
575239200D;VEM SISTEMI SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
7703502AF2;LEONARDO SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6435761DF9;MS ISOLAMENTI S.P.A.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
68511389EC;MEDIOLANUM CARDIO RESEARCH SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
8033796230;GRUPPO SERVIZI ASSOCIATI SOC. CON. P.A. ;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
6760988FC8;DAB SISTEMI INTEGRATI S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7686030899;IL SOLE 24 0RE SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6594223CF4;NO GAP CONTROLS;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
8231867F88;SIAD HEALTHCARE  S.P.A.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
28819715B3;BIT MARKET SERVICE;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
76892043DF;BENEFIS;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
5862575DEC;CSL BEHRING;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7024937965;ESTRA SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
449113275D;BAXTER;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
55370061E6;DOMPE SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6950238DD3;ELECTRIX S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
5376947D05;ALSTOM FERROVIARIA SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
575425409F;GALA S.P.A.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
654130794B;B.BRAUN MILANO SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
8146182A0A;STUDIO CAMPEDELLI SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
43512626FD;PETROLVALVES;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7935357FBD;SORIN GROUP ITALIA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
7619898ABE;REKEEP SPA;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
8653287654;FRAU ING. ITALO;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
4823714EB4;COOK ITALIA SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
637083100F;F.I.T. S.A.S.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
61462340C0;S.A.L. SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
62636320A5;SIECAB SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
61226212AF;BAXTER S.P.A.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
394248625E;AGGIUDICATARIO FITTIZIO;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
7354730332;ERRE.BI DI BELTRAMO ROBERTO LUIGI E C. SNC;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6786607543;MOVIMENTO PER LA LOTTA CONTRO LA FAME NEL MONDO;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
54768485F1;ECO SERVICE ITALIA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
80938486A9;ROCHE SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7005799838;SEMIT S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
723758219C;PITTORRU ELISABETTA;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
67341479E5;OXFAM ITALIA INTERCULTURALE;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
2954999E4D;SOGEDI S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
01803258E3;CARAMANICO COSRUZIONI;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
77716990E7;IDROIMPIANTI SA.VA. SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
71995031D3;F.LLI BIGARAN SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
0586658D7B;CINECA CONSORZIO INTERUNIVERSITARIO;"CONSORZIO (CONSORZI TRA SOCIETACOOPERATIVE DI PRODUZIONE E LAVORO; CONSORZI TRA IMPRESE ARTIGIANE; CONSORZI STABILI)"
011759741C;RIVOIRA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6775308907;STUDIO TECNICO GRUPPO MARCHE;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
7108794A61;ADLER ORTHO SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6488106A70;ABBVIE S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7632384A84;G.T.C.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
3530501596;BANCA INTESA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7242249CED;ALITALIA SOCIETÀ AEREA ITALIANA SPA;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
6655711278;GIORGI OLIVIERO E C. SNC DI SAURO GIORGI;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
683676227B;CELGENE SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
82411056FB;CALISI GINO;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
054911258D;NEW ELETTRIC S.R.L.;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
3446345DD9;ZUCCHETTI INFORMATICA S.P.A.;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
5662555834;SELEX ES SPA;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
1668098E00;ROTOSTAMPA GROUP SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
1834238D11;APRITI CUORE;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
4991762450;IMPRESA GENERALE COSTRUZIONI GIANNI ZANARDELLI;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
5124934D50;TECHNISCHES B??RO GEOM. DIETL;ATI (RAGGRUPPAMENTI TEMPORANEI DI CONCORRENTI: CONSORZI ORDINARI DI CONCORRENTI)
8395406C30;C.S.L. SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7777979F4E;RE-TARDER ITALIA SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
7946482C62;ORL OLEODINAMICA ARTIGIANA SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
80788849F9;POLO COSTRUZIONI SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA' COMMERCIALI, SOCIETA' COOPERATIVE)
31994383C2;PRIMA SRL;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
46822391DB;DITTA*LUIGI SALVADORI;IMPRESA SINGOLA (IMPRENDITORI INDIVIDUALI, ANCHE ARTIGIANI, SOCIETA COMMERCIALI, SOCIETA COOPERATIVE)
