"cig";"cig_accordo_quadro";"numero_gara";"oggetto_gara";"importo_complessivo_gara";"n_lotti_componenti";"oggetto_lotto";"importo_lotto";"oggetto_principale_contratto";"stato";"settore";"luogo_istat";"provincia";"data_pubblicazione";"data_scadenza_offerta";"cod_tipo_scelta_contraente";"tipo_scelta_contraente";"cod_modalita_realizzazione";"modalita_realizzazione";"codice_ausa";"cf_amministrazione_appaltante";"denominazione_amministrazione_appaltante";"sezione_regionale";"id_centro_costo";"denominazione_centro_costo";"anno_pubblicazione";"mese_pubblicazione";"cod_cpv";"descrizione_cpv";"flag_prevalente"
"1951909E3F";"";"2021944";"FORNITURA DI PROTESI VASCOLARI";"20000.0";"1";"FORNITURA DI PROTESI VASCOLARI";"20000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-07";"2011-04-13";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"7";"ACQUISIZIONE IN ECONOMIA";"0000176102";"01038700991";"AZIENDA UNITA  SANITARIA LOCALE 4  CHIAVARESE ";"SEZIONE REGIONALE LIGURIA";"56E3DDDC-CB57-44E7-AC05-7058FD825BFD";"S.C. PROGRAMMAZIONE E GESTIONE BENI E SERVIZI SETTORE PROVVEDITORATO";"2007";"2";"33184200-5";"PROTESI VASCOLARI.";"1"
"0002978983";"";"4553";"LAVORI DI MANUTENZIONE E SISTEMAZIONE IDROGEOLOGICA DELLE SS.PP. RICADENTI NEI COMUNI DI ALÌ, ITALA, MESSINA VILLAGGI SUD, EX COMUNITÀ MONTANA ZONA B";"40983.0";;"UNICO";"40983.61";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-07";"2007-03-08";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO D'APPALTO";"0000235262";"80002760835";"CITTA' METROPOLITANA DI MESSINA";"SEZIONE REGIONALE SICILIA";"E1DDB410-0819-4E3E-A62C-577A1D3EF0A4";"SETTIMO DIPARTIMENTO 1 UFFICIO DIRIGENZIALE";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0001372C32";"";"972";"DISPOSITIVI MEDICI ANGIOGRAFIA ANGIOPLASTICA E RADIOLOGIA INTERVENTISTICA";"2331360.0";;"CUFFIE/BUSTE STERILI";"11160.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-17";"2007-04-06";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000215082";"03484470103";"AZIENDA OSPEDALIERA VILLA SCASSI OSPEDALE CIVILE SAMPIERDARENA";"SEZIONE REGIONALE LIGURIA";"08EFF92B-C652-4A5F-9203-EC8C0AC97BD4";"U.O. GESTIONE RISORSE";"2007";"2";"33000000-0";"APPARECCHIATURE MEDICHE E DI LABORATORIO, STRUMENTI OTTICI E DI PRECISIONE, OROLOGI, PRODOTTI FARMACEUTICI E RELATIVI MATERIALI MEDICI CORRENTI.";"1"
"00045212D8";"";"7242";"FORNITURA DI CONTENITORI IN PLASTICA PER LA RACCOLTA DIFFERENZIATA DEI RIFIUTI";"504900.0";;"COME OGGETTO DELLA GARA";"504900.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-20";"2007-04-02";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000194362";"02047620303";"A&AMP;T 2000 SPA";"SEZIONE REGIONALE FRIULI VENEZIA GIULIA";"C22C3A61-A5FB-40C0-8DAB-C710F411AA71";"DIREZIONE";"2007";"2";"25000000-1";"PRODOTTI DI GOMMA, PLASTICA E PELLICOLE.";"1"
"00050252C2";"";"8059";"LAVORI DI RISANAMENTO BASILICA DI GALLIANO E COMPLETAMENTO AREE ESTERNE";"138871.0";;"LAVORI DI RISANAMENTO BASILICA DI GALLIANO E COMPLETAMENTO AREE ESTERNE";"138871.4";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-15";"2007-03-15";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000158061";"00233930130";"COMUNE DI CANTU ";"SEZIONE REGIONALE LOMBARDIA";"252EFAF5-9108-4D92-8802-59FA8E6F379F";"UFFICIO TECNICO";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0001081C0E";"";"194";"PROCEDURA APERTA PER LA FORNITURA BIENNALE DI CONDIZIONATORI D'ARIA DI VARIO TIPO PER LE AZIENDE SANITARIE DELL'AREA VASTA CENTRO";"747500.0";;"CONDIZIONATORI CON INVERTER MULTISPLIT";"185000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-27";"2007-04-11";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000221692";"05577300485";"ENTE PER I SERVIZI TECNICO AMMINISTRATIVI DI AREA VASTA CENTRO";"SEZIONE REGIONALE TOSCANA";"AE74F4CA-DA82-4DFF-8DA9-D51C3468FD47";"DIPARTIMENTO ACQUISIZIONE BENI E SERVIZI";"2007";"2";"29000000-9";"MACCHINARI, APPARECCHIATURE, APPARECCHI, APPARATI E RELATIVI PRODOTTI.";"1"
"0005428F4F";"";"8714";"LAVORI DI RIQUALIFICAZIONE AREA EX FERMI - II° LOTTO";"361922.0";;"2";"361922.9";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-08";"2007-03-19";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000235690";"80002830315";"COMUNE DI CORMONS";"SEZIONE REGIONALE FRIULI VENEZIA GIULIA";"C1FC31FD-DB62-47E8-95B0-558808866037";"SERVIZIO LAVORI PUBBLICI";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"000197911F";"";"2365";"PROGETTAZIONE E D.L. ECC. FOGNA BIANCA";"199000.0";;"PROGETTAZIONE, D.L. FOGNA BIANCA";"199000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-05";"2007-02-27";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000161347";"00306180720";"COMUNE DI MOLFETTA";"SEZIONE REGIONALE PUGLIA";"A7F3974E-45A0-4593-9143-FE92F3388D24";"SETTORE APPALTI";"2007";"2";"74000000-9";"SERVIZI ARCHITETTONICI, DI INGEGNERIA, EDILI, GIURIDICI, CONTABILI E ALTRI SERVIZI PROFESSIONALI.";"1"
"0005907A99";"";"9537";"FORNITURA APPARECCHIATURE ELETTROMEDICALI";"1687666.0";;"APPARECCHIATURE PER OCULISTICA";"156666.67";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-19";"2007-04-16";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000218828";"04733471009";"AZIENDA UNITA' SANITARIA LOCALE ROMA G";"SEZIONE REGIONALE LAZIO";"0CD93695-B000-46C8-A0E4-09D8C3D04A25";"DISTRETTO SANITARIO MONTEROTONDO";"2007";"2";"33000000-0";"APPARECCHIATURE MEDICHE E DI LABORATORIO, STRUMENTI OTTICI E DI PRECISIONE, OROLOGI, PRODOTTI FARMACEUTICI E RELATIVI MATERIALI MEDICI CORRENTI.";"1"
"00050138D9";"";"8031";"LAVORI PER INDAGINI GEOGNOSTICHE IN SITO AREE GEOTERMICHE TOSCANA";"150000.0";;"INDAGINI GEOGNOSTICHE";"150000.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-23";"2007-03-12";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000222818";"05617841001";"ENEL PRODUZIONE SPA";"SEZIONE REGIONALE CENTRALE";"F9C50A79-010F-462A-B5B6-CEBCA4B43C4E";"CAA - APG OEM - POLO GEO EOLICO E FOTOVOLTAICO";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0005544F09";"";"8901";"COD.08_07. FORNITURA PC MASTER";"149750.0";;"COD.08_07. FORNITURA PC MASTER PER PARCO SCIENTIFICO E TECNOLOGICO DELLA SARDEGNA";"149750.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-16";"2007-02-17";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO D'APPALTO";"0000243196";"92024600923";"SARDEGNA RICERCHE";"SEZIONE REGIONALE SARDEGNA";"23991297-3419-4D6D-B409-9C7C5798850D";"AGI";"2007";"2";"30000000-9";"MACCHINE PER UFFICIO ED ELABORATORI ELETTRONICI, ATTREZZATURE E FORNITURE.";"1"
"00020614C9";"";"2586";"APPALTO DI SERVIZI CIMITERIALI";"2132065.0";;"APPALTO DI SERVIZI CIMITERIALI";"2132065.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-16";"2007-04-04";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000195028";"02030880153";"COMUNE DI MONZA";"SEZIONE REGIONALE LOMBARDIA";"5265874D-FBAD-491F-9714-ADC7DA9CCE5D";"UFFICIO APPALTI";"2007";"2";"93000000-8";"SERVIZI VARI.";"1"
"0005292F14";"";"8528";"SERVIZIO DI PULIZIE DELLA SEDE ISTITUZIONALE";"46000.0";;"SEFVIZIO DI PULIZIE";"46000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-08";"2007-02-28";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000174053";"01165400589";"ISTITUTO NAZIONALE PERL'ASSICURAZIONE CONTRO GLI INFORTUNI SUL LAVORO";"SEZIONE REGIONALE CENTRALE";"231335BF-5C58-4E3C-A583-557C0C545E9C";"SEDE DI ROVIGO";"2007";"2";"93000000-8";"SERVIZI VARI.";"1"
"0002090CB5";"";"2653";"ESECUZIONE DI TUTTE LE OPERE E PROVVISTE OCCORRENTI PER IL ?RECUPERO E RESTAURO CONSERVATIVO DEL PARCO E DEL GIARDINO DEL CASTELLO DI MONCALIERI (TO)";"1372132.0";;"ESECUZIONE DI TUTTE LE OPERE E PROVVISTE OCCORRENTI PER IL ?RECUPERO E RESTAURO CONSERVATIVO DEL PARCO E DEL GIARDINO DEL CASTELLO DI MONCALIERI (TO)";"1372132.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-07";"2007-03-12";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000244362";"80087670016";"REGIONE PIEMONTE";"SEZIONE REGIONALE PIEMONTE";"23AF0AD8-133C-4072-B154-E14DDEEF3DD5";"SETTORE ATTIVITA' NEGOZIALE E CONTRATTUALE";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"000877160D";"";"13612";"FORNITURA DI CONGELATORI E FRIGORIFERI DA LABORATORIO";"28400.0";;"CONGELATORI E FRIGORIFERI";"28400.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-27";"2007-02-28";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000160787";"00284840170";"ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBARDIA E DELL EMILIA ROMAGNA BRUNO UBERTINI ENTE SANITARIO DI DIRITTO PUBBLICO.";"SEZIONE REGIONALE LOMBARDIA";"7D90560D-4DA2-4E4B-944A-BE6E57BDDA07";"U.O PROVVEDITORATO ECONOMATO";"2007";"2";"33000000-0";"APPARECCHIATURE MEDICHE E DI LABORATORIO, STRUMENTI OTTICI E DI PRECISIONE, OROLOGI, PRODOTTI FARMACEUTICI E RELATIVI MATERIALI MEDICI CORRENTI.";"1"
"0007015CF2";"";"11061";"MANUTENZION E SOFTWARE";"101308.0";;"MANUTENZIONE LICENZE SOFTWARE ORACLE";"101308.2";"SERVIZI";"ATTIVO";"SETTORI SPECIALI";"";"";"2007-02-21";"2007-02-22";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000164825";"00347000721";"ACQUEDOTTO PUGLIESE SPA";"SEZIONE REGIONALE PUGLIA";"C40A25DD-D0A6-4D90-BF46-ABCE8083C383";"DIREZIONE APPROVVIGIONAMENTI E CONTRATTI";"2007";"2";"72000000-5";"SERVIZI INFORMATICI ED AFFINI.";"1"
"0008624CBC";"";"13379";"FORNITURA DI UNA SALA RADIOLOGICA DESTINATA AD ESAMI DELLO SCHELETRO  E PICCOLI SEGMENTI";"75000.0";;"75.000,00";"75000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-27";"2007-03-23";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000192089";"01991160787";"AZIENDA SANITARIA LOCALE N.3";"SEZIONE REGIONALE CALABRIA";"A2D776B9-9A80-44DC-8919-41FEBDE1C808";"UFFICIO ACQUISIZIONE BENI E SERVIZI";"2007";"2";"33000000-0";"APPARECCHIATURE MEDICHE E DI LABORATORIO, STRUMENTI OTTICI E DI PRECISIONE, OROLOGI, PRODOTTI FARMACEUTICI E RELATIVI MATERIALI MEDICI CORRENTI.";"1"
"0002820721";"";"4199";"SERVIZIO DI COPERTURA ASSICURATIVA";"15.0";;"FURTO";"15.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-06";"2007-03-05";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000178383";"01329130486";"COMUNE DI BAGNO A RIPOLI";"SEZIONE REGIONALE TOSCANA";"BB1EC175-A017-4218-96F2-7B759E686B03";"LAVORI PUBBLICI";"2007";"2";"66000000-0";"SERVIZI DI INTERMEDIAZIONE FINANZIARIA.";"1"
"000162904B";"";"1489";"SERVIZIO SOSTITUTIVO DI MENSA, MEDIANTE BUONI PASTO, PER PERSONALE DIPENDENTE";"192308.0";;"SERVIZIO SOSTITUTIVO DI MENSA, MEDIANTE BUONI PASTO, PER PERSONALE DIPENDENTE";"192308.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-27";"2007-03-05";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000242720";"82005010580";"COMUNE DI ANZIO";"SEZIONE REGIONALE LAZIO";"5C089E7D-129C-48FA-82F3-D52127FA578C";"UFFICIO GARE E CONTRATTI";"2007";"2";"55000000-0";"SERVIZI ALBERGHIERI E DI RISTORAZIONE.";"1"
"0002024640";"";"2461";"SERVIZIO BANCARIO PER LA CONCESSIONE DI PRESTITI.";"1200000.0";;"SERVIZIO BANCARIO PER LA CONCESSIONE DI PRESTITI.";"1200000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-21";"2007-03-08";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000159308";"00215150236";"COMUNE DI VERONA";"SEZIONE REGIONALE VENETO";"E05A956F-E7A8-4175-920B-2EEC0696D0AC";"A53 GARE APPALTI";"2007";"2";"66000000-0";"SERVIZI DI INTERMEDIAZIONE FINANZIARIA.";"1"
"0008542912";"";"13272";"PROCEDURA RISTRETTA PER LA FORNITURA DI VACCINI";"1374000.0";;"VACCINO ANTIAMARILLICO";"150000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-26";"2007-03-25";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000157687";"00115590671";"AZIENDA SANITARIA LOCALE TERAMO";"SEZIONE REGIONALE ABRUZZO";"1399E539-DC5A-476A-BB02-013B1FF9249D";"ACQUISIZIONE BENI E SERVIZI";"2007";"2";"24000000-4";"SOSTANZE CHIMICHE, PRODOTTI CHIMICI E FIBRE SINTETICHE E ARTIFICIALI.";"1"
"000392897A";"";"6279";"LAVORI DI M.S. PER IL CONSOLIDAMENTO DEL PONTE A PROG.VA 12+700, LA BONIFICA ED IL CONSOLIDAMENTO DI SCARPATE ROCCIOSE ED IL CONSOLIDAMENTO DEL CORPO STRADALE IN TRATTI SALTUARI TRA L?ABITATO DI MONTEMAGGIORE ED ALIA. S.P. N° 7 ?DI MONTEMAGGIORE?: B° CERDA-ALIMINUSA-MONTEMAGGIORE-ALIA-B° SETTE FRATI";"1120000.0";;"LAVORI DI M.S. PER IL CONSOLIDAMENTO DEL PONTE A PROG.VA 12+700, LA BONIFICA ED IL CONSOLIDAMENTO DI SCARPATE ROCCIOSE ED IL CONSOLIDAMENTO DEL CORPO STRADALE IN TRATTI SALTUARI TRA L?ABITATO DI MONTEMAGGIORE ED ALIA. S.P. N° 7 ?DI MONTEMAGGIORE?: B° CERDA-ALIMINUSA-MONTEMAGGIORE-ALIA-B° SETTE FRATI";"1120000.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-23";"2007-03-23";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000238486";"80021470820";"CITTA'METROPOLITANA DI PALERMO";"SEZIONE REGIONALE SICILIA";"CA61C17D-5F2A-4BE2-B8C0-E44C990E1A9D";"DIR. GARE E CONTRATTI-CENTRALE DI COMMITENZA PER LAVORI FORNITURE E SERVIZI";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"11034736B8";"";"1155466";"GARA N. 10/2007 - SPECIALITA MEDICINALI - PROROGA CONTRATTUALE";"2302583.58";;"DITTA ABBOTT - PROROGA EBPM E ADALIMUMAB - CIG PER TRACCIABILITÀ FLUSSI FINANZIARI";"537354.69";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-16";"2011-12-30";"1";"PROCEDURA APERTA";"1";"CONTRATTO DAPPALTO";"0000400383";"06485540485";"ESTAR (ENTE DI SUPPORTO TECNICO AMMINISTRATIVO REGIONALE)";"SEZIONE REGIONALE TOSCANA";"D8C32E85-FAFD-406E-9DF0-A54755FC811D";"ABS FARMACI E DIAGNOSTICI";"2007";"2";"";"";
"0005092A0A";"";"8168";"FORNITURA E  POSA IN OPERA DI ALLESTIMENTI E ARREDI A DISEGNO DA INSTALLARE ALL?INTERNO DELLA REGGIA DI VENARIA REALE.";"590670.0";;"FORNITURA E  POSA IN OPERA DI ALLESTIMENTI E ARREDI A DISEGNO DA INSTALLARE ALL?INTERNO DELLA REGGIA DI VENARIA REALE.";"590670.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-16";"2007-03-08";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000244362";"80087670016";"REGIONE PIEMONTE";"SEZIONE REGIONALE PIEMONTE";"23AF0AD8-133C-4072-B154-E14DDEEF3DD5";"SETTORE ATTIVITA' NEGOZIALE E CONTRATTUALE";"2007";"2";"36000000-1";"BENI MANUFATTI, MOBILI, ARTIGIANATO, PRODOTTI PER USO SPECIALE E MATERIALE CORRENTE AFFINE.";"1"
"0002600196";"";"3900";"TRAPANI - CONTRATTO APERTO PER LAVORI DI MANUTENZIONE ORDINARIA NELL'AMBITO COMUNALE.";"400000.0";;"TRAPANI - CONTRATTO APERTO PER LAVORI DI MANUTENZIONE ORDINARIA NELL'AMBITO COMUNALE.";"400000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-23";"2007-03-27";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000160809";"00081330813";"ISTITUTO AUTONOMO PER LE CASE POPOLARI";"SEZIONE REGIONALE SICILIA";"243F8289-234B-4FEB-84D4-FFFDD301A006";"SERVIZIO APPALTI E CONTRATTI";"2007";"2";"50000000-5";"SERVIZI DI RIPARAZIONE, MANUTENZIONE E INSTALLAZIONE.";"1"
"0004107D30";"";"6596";"SERVIZIO DI PULIZIA DI AUTOBUS E ROTABILI FERROVIARI SUDDIVISA IN SETTE LOTTI";"522322.0";;"PULIZIA (INTERNA ED ESTERNA) DI AUTOBUS DISLOCATI NEL DEPOSITO FDS DI ALGHERO";"52573.6";"SERVIZI";"ATTIVO";"SETTORI SPECIALI";"";"";"2007-02-05";"2007-03-05";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000188638";"01853020921";"GESTIONE GOVERNATIVA FERROVIE DELLA SARDEGNA";"SEZIONE REGIONALE CENTRALE";"DA92A3B7-544F-4563-AB6B-606D7805EA6C";"DIREZIONE GENERALE";"2007";"2";"74000000-9";"SERVIZI ARCHITETTONICI, DI INGEGNERIA, EDILI, GIURIDICI, CONTABILI E ALTRI SERVIZI PROFESSIONALI.";"1"
"0004787E57";"";"7635";"STADIO COMUNALE ARTEMIO FRANCHI - LAVORI DI SOMMA URGENZA PER OPERE ACCESSORIE ALLA INSTALLAZIONE DEI TORNELLI DEL SETTORE MARATONA";"42068.0";;"STADIO COMUNALE ARTEMIO FRANCHI - LAVORI DI SOMMA URGENZA PER OPERE ACCESSORIE ALLA INSTALLAZIONE DEI TORNELLI DEL SETTORE MARATONA";"42068.4";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-14";"2007-02-15";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000181211";"01307110484";"COMUNE DI FIRENZE";"SEZIONE REGIONALE TOSCANA";"65A3425D-29AA-4774-A9B4-EFB58C66218F";"DIREZIONE SERVIZI SPORTIVI E TEMPO LIBERO";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0006298D42";"";"10162";"LAVORI DI RIPARAZIONE CON MIGLORAMENTO SISMICO SCUOLA MATERNA F. TOZZI";"167611.0";;"1";"167611.36";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-23";"2007-03-20";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000237385";"80003230713";"COMUNE DI CASALNUOVO MONTEROTARO -FG-";"SEZIONE REGIONALE PUGLIA";"65C47037-AA82-4C31-AD20-8EA3E9CDDC56";"COMUNE DI CASALNUOVO MONTEROTARO";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0004226F63";"";"6752";"ASFALTATURA STRADE E PIAZZE 2007";"409803.0";;"ASFALTATURA STRADE E PIAZZE 2007";"409803.05";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-15";"2007-03-15";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000210979";"03024730362";"FIORANO GESTIONI PATRIMONIALI SRL A SOCIO UNICO";"SEZIONE REGIONALE EMILIA ROMAGNA";"0E431CDD-353A-43C4-B624-042CFAF8A8AF";"UFFICIO TECNICO";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0005005241";"";"8022";"DEPOLVERIZZAZIONE STRADA PONTERA";"44000.0";;"DEPOLVERIZZAZIONE STRADA PONTERA";"44000.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-19";"2007-02-20";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000600092";"01225000254";"COMUNE DI BORGO VALBELLUNA";"NON CLASSIFICATO";"02A6E8AD-F1CB-470C-9553-9FA70EEB0D62";"UFFICIO LAVORI PUBBLICI";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0008386856";"";"13095";"OPEN SPACE DELLA DIREZIONE SVILUPPO ECONOMICO, PIAZZA ARTOM - MANUTENZIONE STRAORDINARIA DELLE COPERTURE E DEL LUCERNARIO (PROGETTAZIONE ESECUTIVA ED ESECUZIONE LAVORI)";"122342.0";;"OPEN SPACE DELLA DIREZIONE SVILUPPO ECONOMICO, PIAZZA ARTOM - MANUTENZIONE STRAORDINARIA DELLE COPERTURE E DEL LUCERNARIO (PROGETTAZIONE ESECUTIVA ED ESECUZIONE LAVORI)";"122342.49";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-28";"2007-04-16";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000181211";"01307110484";"COMUNE DI FIRENZE";"SEZIONE REGIONALE TOSCANA";"D0C3D66C-5D25-45F8-9FD0-E0E77BD97929";"UFFICIO SEGRETERIA GENERALE E AFFARI ISTITUZIONALI - SERVIZIO CONTRATTI E APPALTI";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"00044139B6";"";"7070";"ENDOPROTESI RADIOLOGIA INTERVENTISTICA ? 2200000";"2200000.0";;"ENDOPROTESI";"550000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-09";"2007-02-28";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000188543";"01521330033";"AZIENDA OSPEDALIERO-UNIVERSITARIA MAGGIORE DELLA CARITA ";"SEZIONE REGIONALE PIEMONTE";"0464B7F2-85E5-4F88-BBE7-6B7C60359DF1";"S.C.PROVVEDITORATO ECONOMATO";"2007";"2";"33000000-0";"APPARECCHIATURE MEDICHE E DI LABORATORIO, STRUMENTI OTTICI E DI PRECISIONE, OROLOGI, PRODOTTI FARMACEUTICI E RELATIVI MATERIALI MEDICI CORRENTI.";"1"
"00010144C6";"";"43";"MANUTENZIONE STRAORDINARIA E RELATIVI ADEGUAMENTI DEGLI IMPIANTI ELETTRICI PRESSO GLI ISTITUTI DI ISTRUZIONE SECONDARIA DELLA PROVINCIA";"350000.0";;"MANUTENZIONE STRAORDINARIA E RELATIVI ADEGUAMENTI DEGLI IMPIANTI ELETTRICI PRESSO GLI ISTITUTI DI ISTRUZIONE SECONDARIA DELLA PROVINCIA";"350000.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-01";"2007-03-19";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000154243";"00115070856";"LIBERO CONSORZIO COMUNALE DI CALTANISSETTA GIA  PROVINCIA REGIONALE DI CALTANISSETTA";"SEZIONE REGIONALE SICILIA";"2DC847F7-D5A2-4655-9EAF-4D24D5BD2174";"PROVINCIA REGIONALE DI CALTANISSETTA";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0006880D8A";"";"10910";"SISTEMI PER LA RILEVAZIONE DEL RUMORE DA TRAFFICO";"372667.0";;"SISTEMI PER LA RILEVAZIONE DEL RUMORE DA TRAFFICO";"372667.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-26";"2007-03-27";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000240313";"81000350751";"COMUNE DI CASARANO";"SEZIONE REGIONALE PUGLIA";"0CDFD705-C422-433D-9382-35C477A10520";"UFFICIO TECNICO COMUNALE";"2007";"2";"29000000-9";"MACCHINARI, APPARECCHIATURE, APPARECCHI, APPARATI E RELATIVI PRODOTTI.";"1"
"00085542FB";"";"13272";"PROCEDURA RISTRETTA PER LA FORNITURA DI VACCINI";"1374000.0";;"VACCINO ANTIEPATITE A PEDIATRICO";"8000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-26";"2007-03-25";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000157687";"00115590671";"AZIENDA SANITARIA LOCALE TERAMO";"SEZIONE REGIONALE ABRUZZO";"1399E539-DC5A-476A-BB02-013B1FF9249D";"ACQUISIZIONE BENI E SERVIZI";"2007";"2";"24000000-4";"SOSTANZE CHIMICHE, PRODOTTI CHIMICI E FIBRE SINTETICHE E ARTIFICIALI.";"1"
